3          28.5000000000        9.5000000000         1.0000000000        
3          28.5000000000        10.5000000000        1.0000000000        
3          28.5000000000        11.5000000000        1.0000000000        
3          28.5000000000        12.5000000000        1.0000000000        
3          28.5000000000        13.5000000000        1.0000000000        
3          28.5000000000        14.5000000000        1.0000000000        
3          28.5000000000        15.5000000000        1.0000000000        
3          28.5000000000        16.5000000000        1.0000000000        
3          28.5000000000        17.5000000000        1.0000000000        
3          28.5000000000        18.5000000000        1.0000000000        
3          28.5000000000        19.5000000000        1.0000000000        
3          28.5000000000        20.5000000000        1.0000000000        
3          28.5000000000        21.5000000000        1.0000000000        
3          28.5000000000        22.5000000000        1.0000000000        
3          28.5000000000        23.5000000000        1.0000000000        
3          28.5000000000        24.5000000000        1.0000000000        
3          28.5000000000        25.5000000000        1.0000000000        
3          28.5000000000        26.5000000000        1.0000000000        
3          28.5000000000        27.5000000000        1.0000000000        
3          28.5000000000        28.5000000000        1.0000000000        
3          28.5000000000        29.5000000000        1.0000000000        
3          28.5000000000        30.5000000000        1.0000000000        
3          28.5000000000        31.5000000000        1.0000000000        
3          28.5000000000        32.5000000000        1.0000000000        
3          28.5000000000        33.5000000000        1.0000000000        
3          28.5000000000        34.5000000000        1.0000000000        
3          28.5000000000        35.5000000000        1.0000000000        
3          28.5000000000        36.5000000000        1.0000000000        
3          28.5000000000        37.5000000000        1.0000000000        
3          28.5000000000        38.5000000000        1.0000000000        
3          28.5000000000        39.5000000000        1.0000000000        
3          28.5000000000        40.5000000000        1.0000000000        
3          28.5000000000        41.5000000000        1.0000000000        
3          28.5000000000        42.5000000000        1.0000000000        
3          28.5000000000        43.5000000000        1.0000000000        
3          28.5000000000        44.5000000000        1.0000000000        
3          28.5000000000        45.5000000000        1.0000000000        
3          28.5000000000        46.5000000000        1.0000000000        
3          28.5000000000        47.5000000000        1.0000000000        
3          28.5000000000        48.5000000000        1.0000000000        
3          28.5000000000        49.5000000000        1.0000000000        
3          28.5000000000        50.5000000000        1.0000000000        
3          28.5000000000        51.5000000000        1.0000000000        
3          28.5000000000        52.5000000000        1.0000000000        
3          28.5000000000        53.5000000000        1.0000000000        
3          28.5000000000        54.5000000000        1.0000000000        
3          28.5000000000        55.5000000000        1.0000000000        
3          28.5000000000        56.5000000000        1.0000000000        
3          28.5000000000        57.5000000000        1.0000000000        
3          28.5000000000        58.5000000000        1.0000000000        
3          28.5000000000        59.5000000000        1.0000000000        
3          28.5000000000        60.5000000000        1.0000000000        
3          28.5000000000        61.5000000000        1.0000000000        
3          28.5000000000        62.5000000000        1.0000000000        
3          28.5000000000        63.5000000000        1.0000000000        
3          28.5000000000        64.5000000000        1.0000000000        
3          28.5000000000        65.5000000000        1.0000000000        
3          28.5000000000        66.5000000000        1.0000000000        
3          28.5000000000        67.5000000000        1.0000000000        
3          28.5000000000        68.5000000000        1.0000000000        
3          28.5000000000        69.5000000000        1.0000000000        
3          28.5000000000        70.5000000000        1.0000000000        
3          28.5000000000        71.5000000000        1.0000000000        
3          28.5000000000        72.5000000000        1.0000000000        
3          28.5000000000        73.5000000000        1.0000000000        
3          28.5000000000        74.5000000000        1.0000000000        
3          28.5000000000        75.5000000000        1.0000000000        
3          28.5000000000        76.5000000000        1.0000000000        
3          28.5000000000        77.5000000000        1.0000000000        
3          28.5000000000        78.5000000000        1.0000000000        
3          28.5000000000        79.5000000000        1.0000000000        
3          29.5000000000        0.5000000000         1.0000000000        
3          29.5000000000        1.5000000000         1.0000000000        
3          29.5000000000        2.5000000000         1.0000000000        
3          29.5000000000        3.5000000000         1.0000000000        
3          29.5000000000        4.5000000000         1.0000000000        
3          29.5000000000        5.5000000000         1.0000000000        
3          29.5000000000        6.5000000000         1.0000000000        
3          29.5000000000        7.5000000000         1.0000000000        
3          29.5000000000        8.5000000000         1.0000000000        
3          29.5000000000        9.5000000000         1.0000000000        
3          29.5000000000        10.5000000000        1.0000000000        
3          29.5000000000        11.5000000000        1.0000000000        
3          29.5000000000        12.5000000000        1.0000000000        
3          29.5000000000        13.5000000000        1.0000000000        
3          29.5000000000        14.5000000000        1.0000000000        
3          29.5000000000        15.5000000000        1.0000000000        
3          29.5000000000        16.5000000000        1.0000000000        
3          29.5000000000        17.5000000000        1.0000000000        
3          29.5000000000        18.5000000000        1.0000000000        
3          29.5000000000        19.5000000000        1.0000000000        
3          29.5000000000        20.5000000000        1.0000000000        
3          29.5000000000        21.5000000000        1.0000000000        
3          29.5000000000        22.5000000000        1.0000000000        
3          29.5000000000        23.5000000000        1.0000000000        
3          29.5000000000        24.5000000000        1.0000000000        
3          29.5000000000        25.5000000000        1.0000000000        
3          29.5000000000        26.5000000000        1.0000000000        
3          29.5000000000        27.5000000000        1.0000000000        
3          29.5000000000        28.5000000000        1.0000000000        
3          29.5000000000        29.5000000000        1.0000000000        
3          29.5000000000        30.5000000000        1.0000000000        
3          29.5000000000        31.5000000000        1.0000000000        
3          29.5000000000        32.5000000000        1.0000000000        
3          29.5000000000        33.5000000000        1.0000000000        
3          29.5000000000        34.5000000000        1.0000000000        
3          29.5000000000        35.5000000000        1.0000000000        
3          29.5000000000        36.5000000000        1.0000000000        
3          29.5000000000        37.5000000000        1.0000000000        
3          29.5000000000        38.5000000000        1.0000000000        
3          29.5000000000        39.5000000000        1.0000000000        
3          29.5000000000        40.5000000000        1.0000000000        
3          29.5000000000        41.5000000000        1.0000000000        
3          29.5000000000        42.5000000000        1.0000000000        
3          29.5000000000        43.5000000000        1.0000000000        
3          29.5000000000        44.5000000000        1.0000000000        
3          29.5000000000        45.5000000000        1.0000000000        
3          29.5000000000        46.5000000000        1.0000000000        
3          29.5000000000        47.5000000000        1.0000000000        
3          29.5000000000        48.5000000000        1.0000000000        
3          29.5000000000        49.5000000000        1.0000000000        
3          29.5000000000        50.5000000000        1.0000000000        
3          29.5000000000        51.5000000000        1.0000000000        
3          29.5000000000        52.5000000000        1.0000000000        
3          29.5000000000        53.5000000000        1.0000000000        
3          29.5000000000        54.5000000000        1.0000000000        
3          29.5000000000        55.5000000000        1.0000000000        
3          29.5000000000        56.5000000000        1.0000000000        
3          29.5000000000        57.5000000000        1.0000000000        
3          29.5000000000        58.5000000000        1.0000000000        
3          29.5000000000        59.5000000000        1.0000000000        
3          29.5000000000        60.5000000000        1.0000000000        
3          29.5000000000        61.5000000000        1.0000000000        
3          29.5000000000        62.5000000000        1.0000000000        
3          29.5000000000        63.5000000000        1.0000000000        
3          29.5000000000        64.5000000000        1.0000000000        
3          29.5000000000        65.5000000000        1.0000000000        
3          29.5000000000        66.5000000000        1.0000000000        
3          29.5000000000        67.5000000000        1.0000000000        
3          29.5000000000        68.5000000000        1.0000000000        
3          29.5000000000        69.5000000000        1.0000000000        
3          29.5000000000        70.5000000000        1.0000000000        
3          29.5000000000        71.5000000000        1.0000000000        
3          29.5000000000        72.5000000000        1.0000000000        
3          29.5000000000        73.5000000000        1.0000000000        
3          29.5000000000        74.5000000000        1.0000000000        
3          29.5000000000        75.5000000000        1.0000000000        
3          29.5000000000        76.5000000000        1.0000000000        
3          29.5000000000        77.5000000000        1.0000000000        
3          29.5000000000        78.5000000000        1.0000000000        
3          29.5000000000        79.5000000000        1.0000000000        
3          30.5000000000        0.5000000000         1.0000000000        
3          30.5000000000        1.5000000000         1.0000000000        
3          30.5000000000        2.5000000000         1.0000000000        
3          30.5000000000        3.5000000000         1.0000000000        
3          30.5000000000        4.5000000000         1.0000000000        
3          30.5000000000        5.5000000000         1.0000000000        
3          30.5000000000        6.5000000000         1.0000000000        
3          30.5000000000        7.5000000000         1.0000000000        
3          30.5000000000        8.5000000000         1.0000000000        
3          30.5000000000        9.5000000000         1.0000000000        
3          30.5000000000        10.5000000000        1.0000000000        
3          30.5000000000        11.5000000000        1.0000000000        
3          30.5000000000        12.5000000000        1.0000000000        
3          30.5000000000        13.5000000000        1.0000000000        
3          30.5000000000        14.5000000000        1.0000000000        
3          30.5000000000        15.5000000000        1.0000000000        
3          30.5000000000        16.5000000000        1.0000000000        
3          30.5000000000        17.5000000000        1.0000000000        
3          30.5000000000        18.5000000000        1.0000000000        
3          30.5000000000        19.5000000000        1.0000000000        
3          30.5000000000        20.5000000000        1.0000000000        
3          30.5000000000        21.5000000000        1.0000000000        
3          30.5000000000        22.5000000000        1.0000000000        
3          30.5000000000        23.5000000000        1.0000000000        
3          30.5000000000        24.5000000000        1.0000000000        
3          30.5000000000        25.5000000000        1.0000000000        
3          30.5000000000        26.5000000000        1.0000000000        
3          30.5000000000        27.5000000000        1.0000000000        
3          30.5000000000        28.5000000000        1.0000000000        
3          30.5000000000        29.5000000000        1.0000000000        
3          30.5000000000        30.5000000000        1.0000000000        
3          30.5000000000        31.5000000000        1.0000000000        
3          30.5000000000        32.5000000000        1.0000000000        
3          30.5000000000        33.5000000000        1.0000000000        
3          30.5000000000        34.5000000000        1.0000000000        
3          30.5000000000        35.5000000000        1.0000000000        
3          30.5000000000        36.5000000000        1.0000000000        
3          30.5000000000        37.5000000000        1.0000000000        
3          30.5000000000        38.5000000000        1.0000000000        
3          30.5000000000        39.5000000000        1.0000000000        
3          30.5000000000        40.5000000000        1.0000000000        
3          30.5000000000        41.5000000000        1.0000000000        
3          30.5000000000        42.5000000000        1.0000000000        
3          30.5000000000        43.5000000000        1.0000000000        
3          30.5000000000        44.5000000000        1.0000000000        
3          30.5000000000        45.5000000000        1.0000000000        
3          30.5000000000        46.5000000000        1.0000000000        
3          30.5000000000        47.5000000000        1.0000000000        
3          30.5000000000        48.5000000000        1.0000000000        
3          30.5000000000        49.5000000000        1.0000000000        
3          30.5000000000        50.5000000000        1.0000000000        
3          30.5000000000        51.5000000000        1.0000000000        
3          30.5000000000        52.5000000000        1.0000000000        
3          30.5000000000        53.5000000000        1.0000000000        
3          30.5000000000        54.5000000000        1.0000000000        
3          30.5000000000        55.5000000000        1.0000000000        
3          30.5000000000        56.5000000000        1.0000000000        
3          30.5000000000        57.5000000000        1.0000000000        
3          30.5000000000        58.5000000000        1.0000000000        
3          30.5000000000        59.5000000000        1.0000000000        
3          30.5000000000        60.5000000000        1.0000000000        
3          30.5000000000        61.5000000000        1.0000000000        
3          30.5000000000        62.5000000000        1.0000000000        
3          30.5000000000        63.5000000000        1.0000000000        
3          30.5000000000        64.5000000000        1.0000000000        
3          30.5000000000        65.5000000000        1.0000000000        
3          30.5000000000        66.5000000000        1.0000000000        
3          30.5000000000        67.5000000000        1.0000000000        
3          30.5000000000        68.5000000000        1.0000000000        
3          30.5000000000        69.5000000000        1.0000000000        
3          30.5000000000        70.5000000000        1.0000000000        
3          30.5000000000        71.5000000000        1.0000000000        
3          30.5000000000        72.5000000000        1.0000000000        
3          30.5000000000        73.5000000000        1.0000000000        
3          30.5000000000        74.5000000000        1.0000000000        
3          30.5000000000        75.5000000000        1.0000000000        
3          30.5000000000        76.5000000000        1.0000000000        
3          30.5000000000        77.5000000000        1.0000000000        
3          30.5000000000        78.5000000000        1.0000000000        
3          30.5000000000        79.5000000000        1.0000000000        
3          31.5000000000        0.5000000000         1.0000000000        
3          31.5000000000        1.5000000000         1.0000000000        
3          31.5000000000        2.5000000000         1.0000000000        
3          31.5000000000        3.5000000000         1.0000000000        
3          31.5000000000        4.5000000000         1.0000000000        
3          31.5000000000        5.5000000000         1.0000000000        
3          31.5000000000        6.5000000000         1.0000000000        
3          31.5000000000        7.5000000000         1.0000000000        
3          31.5000000000        8.5000000000         1.0000000000        
3          31.5000000000        9.5000000000         1.0000000000        
3          31.5000000000        10.5000000000        1.0000000000        
3          31.5000000000        11.5000000000        1.0000000000        
3          31.5000000000        12.5000000000        1.0000000000        
3          31.5000000000        13.5000000000        1.0000000000        
3          31.5000000000        14.5000000000        1.0000000000        
3          31.5000000000        15.5000000000        1.0000000000        
3          31.5000000000        16.5000000000        1.0000000000        
3          31.5000000000        17.5000000000        1.0000000000        
3          31.5000000000        18.5000000000        1.0000000000        
3          31.5000000000        19.5000000000        1.0000000000        
3          31.5000000000        20.5000000000        1.0000000000        
3          31.5000000000        21.5000000000        1.0000000000        
3          31.5000000000        22.5000000000        1.0000000000        
3          31.5000000000        23.5000000000        1.0000000000        
3          31.5000000000        24.5000000000        1.0000000000        
3          31.5000000000        25.5000000000        1.0000000000        
3          31.5000000000        26.5000000000        1.0000000000        
3          31.5000000000        27.5000000000        1.0000000000        
3          31.5000000000        28.5000000000        1.0000000000        
3          31.5000000000        29.5000000000        1.0000000000        
3          31.5000000000        30.5000000000        1.0000000000        
3          31.5000000000        31.5000000000        1.0000000000        
3          31.5000000000        32.5000000000        1.0000000000        
3          31.5000000000        33.5000000000        1.0000000000        
3          31.5000000000        34.5000000000        1.0000000000        
3          31.5000000000        35.5000000000        1.0000000000        
3          31.5000000000        36.5000000000        1.0000000000        
3          31.5000000000        37.5000000000        1.0000000000        
3          31.5000000000        38.5000000000        1.0000000000        
3          31.5000000000        39.5000000000        1.0000000000        
3          31.5000000000        40.5000000000        1.0000000000        
3          31.5000000000        41.5000000000        1.0000000000        
3          31.5000000000        42.5000000000        1.0000000000        
3          31.5000000000        43.5000000000        1.0000000000        
3          31.5000000000        44.5000000000        1.0000000000        
3          31.5000000000        45.5000000000        1.0000000000        
3          31.5000000000        46.5000000000        1.0000000000        
3          31.5000000000        47.5000000000        1.0000000000        
3          31.5000000000        48.5000000000        1.0000000000        
3          31.5000000000        49.5000000000        1.0000000000        
3          31.5000000000        50.5000000000        1.0000000000        
3          31.5000000000        51.5000000000        1.0000000000        
3          31.5000000000        52.5000000000        1.0000000000        
3          31.5000000000        53.5000000000        1.0000000000        
3          31.5000000000        54.5000000000        1.0000000000        
3          31.5000000000        55.5000000000        1.0000000000        
3          31.5000000000        56.5000000000        1.0000000000        
3          31.5000000000        57.5000000000        1.0000000000        
3          31.5000000000        58.5000000000        1.0000000000        
3          31.5000000000        59.5000000000        1.0000000000        
3          31.5000000000        60.5000000000        1.0000000000        
3          31.5000000000        61.5000000000        1.0000000000        
3          31.5000000000        62.5000000000        1.0000000000        
3          31.5000000000        63.5000000000        1.0000000000        
3          31.5000000000        64.5000000000        1.0000000000        
3          31.5000000000        65.5000000000        1.0000000000        
3          31.5000000000        66.5000000000        1.0000000000        
3          31.5000000000        67.5000000000        1.0000000000        
3          31.5000000000        68.5000000000        1.0000000000        
3          31.5000000000        69.5000000000        1.0000000000        
3          31.5000000000        70.5000000000        1.0000000000        
3          31.5000000000        71.5000000000        1.0000000000        
3          31.5000000000        72.5000000000        1.0000000000        
3          31.5000000000        73.5000000000        1.0000000000        
3          31.5000000000        74.5000000000        1.0000000000        
3          31.5000000000        75.5000000000        1.0000000000        
3          31.5000000000        76.5000000000        1.0000000000        
3          31.5000000000        77.5000000000        1.0000000000        
3          31.5000000000        78.5000000000        1.0000000000        
3          31.5000000000        79.5000000000        1.0000000000        
3          32.5000000000        0.5000000000         1.0000000000        
3          32.5000000000        1.5000000000         1.0000000000        
3          32.5000000000        2.5000000000         1.0000000000        
3          32.5000000000        3.5000000000         1.0000000000        
3          32.5000000000        4.5000000000         1.0000000000        
3          32.5000000000        5.5000000000         1.0000000000        
3          32.5000000000        6.5000000000         1.0000000000        
3          32.5000000000        7.5000000000         1.0000000000        
3          32.5000000000        8.5000000000         1.0000000000        
3          32.5000000000        9.5000000000         1.0000000000        
3          32.5000000000        10.5000000000        1.0000000000        
3          32.5000000000        11.5000000000        1.0000000000        
3          32.5000000000        12.5000000000        1.0000000000        
3          32.5000000000        13.5000000000        1.0000000000        
3          32.5000000000        14.5000000000        1.0000000000        
3          32.5000000000        15.5000000000        1.0000000000        
3          32.5000000000        16.5000000000        1.0000000000        
3          32.5000000000        17.5000000000        1.0000000000        
3          32.5000000000        18.5000000000        1.0000000000        
3          32.5000000000        19.5000000000        1.0000000000        
3          32.5000000000        20.5000000000        1.0000000000        
3          32.5000000000        21.5000000000        1.0000000000        
3          32.5000000000        22.5000000000        1.0000000000        
3          32.5000000000        23.5000000000        1.0000000000        
3          32.5000000000        24.5000000000        1.0000000000        
3          32.5000000000        25.5000000000        1.0000000000        
3          32.5000000000        26.5000000000        1.0000000000        
3          32.5000000000        27.5000000000        1.0000000000        
3          32.5000000000        28.5000000000        1.0000000000        
3          32.5000000000        29.5000000000        1.0000000000        
3          32.5000000000        30.5000000000        1.0000000000        
3          32.5000000000        31.5000000000        1.0000000000        
3          32.5000000000        32.5000000000        1.0000000000        
3          32.5000000000        33.5000000000        1.0000000000        
3          32.5000000000        34.5000000000        1.0000000000        
3          32.5000000000        35.5000000000        1.0000000000        
3          32.5000000000        36.5000000000        1.0000000000        
3          32.5000000000        37.5000000000        1.0000000000        
3          32.5000000000        38.5000000000        1.0000000000        
3          32.5000000000        39.5000000000        1.0000000000        
3          32.5000000000        40.5000000000        1.0000000000        
3          32.5000000000        41.5000000000        1.0000000000        
3          32.5000000000        42.5000000000        1.0000000000        
3          32.5000000000        43.5000000000        1.0000000000        
3          32.5000000000        44.5000000000        1.0000000000        
3          32.5000000000        45.5000000000        1.0000000000        
3          32.5000000000        46.5000000000        1.0000000000        
3          32.5000000000        47.5000000000        1.0000000000        
3          32.5000000000        48.5000000000        1.0000000000        
3          32.5000000000        49.5000000000        1.0000000000        
3          32.5000000000        50.5000000000        1.0000000000        
3          32.5000000000        51.5000000000        1.0000000000        
3          32.5000000000        52.5000000000        1.0000000000        
3          32.5000000000        53.5000000000        1.0000000000        
3          32.5000000000        54.5000000000        1.0000000000        
3          32.5000000000        55.5000000000        1.0000000000        
3          32.5000000000        56.5000000000        1.0000000000        
3          32.5000000000        57.5000000000        1.0000000000        
3          32.5000000000        58.5000000000        1.0000000000        
3          32.5000000000        59.5000000000        1.0000000000        
3          32.5000000000        60.5000000000        1.0000000000        
3          32.5000000000        61.5000000000        1.0000000000        
3          32.5000000000        62.5000000000        1.0000000000        
3          32.5000000000        63.5000000000        1.0000000000        
3          32.5000000000        64.5000000000        1.0000000000        
3          32.5000000000        65.5000000000        1.0000000000        
3          32.5000000000        66.5000000000        1.0000000000        
3          32.5000000000        67.5000000000        1.0000000000        
3          32.5000000000        68.5000000000        1.0000000000        
3          32.5000000000        69.5000000000        1.0000000000        
3          32.5000000000        70.5000000000        1.0000000000        
3          32.5000000000        71.5000000000        1.0000000000        
3          32.5000000000        72.5000000000        1.0000000000        
3          32.5000000000        73.5000000000        1.0000000000        
3          32.5000000000        74.5000000000        1.0000000000        
3          32.5000000000        75.5000000000        1.0000000000        
3          32.5000000000        76.5000000000        1.0000000000        
3          32.5000000000        77.5000000000        1.0000000000        
3          32.5000000000        78.5000000000        1.0000000000        
3          32.5000000000        79.5000000000        1.0000000000        
3          33.5000000000        0.5000000000         1.0000000000        
3          33.5000000000        1.5000000000         1.0000000000        
3          33.5000000000        2.5000000000         1.0000000000        
3          33.5000000000        3.5000000000         1.0000000000        
3          33.5000000000        4.5000000000         1.0000000000        
3          33.5000000000        5.5000000000         1.0000000000        
3          33.5000000000        6.5000000000         1.0000000000        
3          33.5000000000        7.5000000000         1.0000000000        
3          33.5000000000        8.5000000000         1.0000000000        
3          33.5000000000        9.5000000000         1.0000000000        
3          33.5000000000        10.5000000000        1.0000000000        
3          26.5000000000        76.5000000000        1.0000000000        
3          33.5000000000        11.5000000000        1.0000000000        
3          33.5000000000        12.5000000000        1.0000000000        
3          33.5000000000        13.5000000000        1.0000000000        
3          33.5000000000        14.5000000000        1.0000000000        
3          33.5000000000        15.5000000000        1.0000000000        
3          33.5000000000        16.5000000000        1.0000000000        
3          33.5000000000        17.5000000000        1.0000000000        
3          33.5000000000        18.5000000000        1.0000000000        
3          33.5000000000        19.5000000000        1.0000000000        
3          33.5000000000        20.5000000000        1.0000000000        
3          33.5000000000        21.5000000000        1.0000000000        
3          33.5000000000        22.5000000000        1.0000000000        
3          33.5000000000        23.5000000000        1.0000000000        
3          33.5000000000        24.5000000000        1.0000000000        
3          33.5000000000        25.5000000000        1.0000000000        
3          33.5000000000        26.5000000000        1.0000000000        
3          33.5000000000        27.5000000000        1.0000000000        
3          33.5000000000        28.5000000000        1.0000000000        
3          33.5000000000        29.5000000000        1.0000000000        
3          33.5000000000        30.5000000000        1.0000000000        
3          33.5000000000        31.5000000000        1.0000000000        
3          33.5000000000        32.5000000000        1.0000000000        
3          33.5000000000        33.5000000000        1.0000000000        
3          33.5000000000        34.5000000000        1.0000000000        
3          33.5000000000        35.5000000000        1.0000000000        
3          33.5000000000        36.5000000000        1.0000000000        
3          33.5000000000        37.5000000000        1.0000000000        
3          33.5000000000        38.5000000000        1.0000000000        
3          33.5000000000        39.5000000000        1.0000000000        
3          33.5000000000        40.5000000000        1.0000000000        
3          33.5000000000        41.5000000000        1.0000000000        
3          33.5000000000        42.5000000000        1.0000000000        
3          33.5000000000        43.5000000000        1.0000000000        
3          33.5000000000        44.5000000000        1.0000000000        
3          33.5000000000        45.5000000000        1.0000000000        
3          33.5000000000        46.5000000000        1.0000000000        
3          33.5000000000        47.5000000000        1.0000000000        
3          33.5000000000        48.5000000000        1.0000000000        
3          33.5000000000        49.5000000000        1.0000000000        
3          33.5000000000        50.5000000000        1.0000000000        
3          33.5000000000        51.5000000000        1.0000000000        
3          33.5000000000        52.5000000000        1.0000000000        
3          33.5000000000        53.5000000000        1.0000000000        
3          33.5000000000        54.5000000000        1.0000000000        
3          33.5000000000        55.5000000000        1.0000000000        
3          33.5000000000        56.5000000000        1.0000000000        
3          33.5000000000        57.5000000000        1.0000000000        
3          33.5000000000        58.5000000000        1.0000000000        
3          33.5000000000        59.5000000000        1.0000000000        
3          33.5000000000        60.5000000000        1.0000000000        
3          33.5000000000        61.5000000000        1.0000000000        
3          33.5000000000        62.5000000000        1.0000000000        
3          33.5000000000        63.5000000000        1.0000000000        
3          33.5000000000        64.5000000000        1.0000000000        
3          33.5000000000        65.5000000000        1.0000000000        
3          33.5000000000        66.5000000000        1.0000000000        
3          33.5000000000        67.5000000000        1.0000000000        
3          33.5000000000        68.5000000000        1.0000000000        
3          33.5000000000        69.5000000000        1.0000000000        
3          33.5000000000        70.5000000000        1.0000000000        
3          33.5000000000        71.5000000000        1.0000000000        
3          33.5000000000        72.5000000000        1.0000000000        
3          33.5000000000        73.5000000000        1.0000000000        
3          33.5000000000        74.5000000000        1.0000000000        
3          33.5000000000        75.5000000000        1.0000000000        
3          33.5000000000        76.5000000000        1.0000000000        
3          33.5000000000        77.5000000000        1.0000000000        
3          33.5000000000        78.5000000000        1.0000000000        
3          33.5000000000        79.5000000000        1.0000000000        
3          34.5000000000        0.5000000000         1.0000000000        
3          34.5000000000        1.5000000000         1.0000000000        
3          34.5000000000        2.5000000000         1.0000000000        
3          34.5000000000        3.5000000000         1.0000000000        
3          34.5000000000        4.5000000000         1.0000000000        
3          34.5000000000        5.5000000000         1.0000000000        
3          34.5000000000        6.5000000000         1.0000000000        
3          34.5000000000        7.5000000000         1.0000000000        
3          34.5000000000        8.5000000000         1.0000000000        
3          34.5000000000        9.5000000000         1.0000000000        
3          34.5000000000        10.5000000000        1.0000000000        
3          34.5000000000        11.5000000000        1.0000000000        
3          34.5000000000        12.5000000000        1.0000000000        
3          34.5000000000        13.5000000000        1.0000000000        
3          34.5000000000        14.5000000000        1.0000000000        
3          34.5000000000        15.5000000000        1.0000000000        
3          34.5000000000        16.5000000000        1.0000000000        
3          34.5000000000        17.5000000000        1.0000000000        
3          34.5000000000        18.5000000000        1.0000000000        
3          34.5000000000        19.5000000000        1.0000000000        
3          34.5000000000        20.5000000000        1.0000000000        
3          34.5000000000        21.5000000000        1.0000000000        
3          34.5000000000        22.5000000000        1.0000000000        
3          34.5000000000        23.5000000000        1.0000000000        
3          34.5000000000        24.5000000000        1.0000000000        
3          34.5000000000        25.5000000000        1.0000000000        
3          34.5000000000        26.5000000000        1.0000000000        
3          34.5000000000        27.5000000000        1.0000000000        
3          34.5000000000        28.5000000000        1.0000000000        
3          34.5000000000        29.5000000000        1.0000000000        
3          34.5000000000        30.5000000000        1.0000000000        
3          34.5000000000        31.5000000000        1.0000000000        
3          34.5000000000        32.5000000000        1.0000000000        
3          34.5000000000        33.5000000000        1.0000000000        
3          34.5000000000        34.5000000000        1.0000000000        
3          34.5000000000        35.5000000000        1.0000000000        
3          34.5000000000        36.5000000000        1.0000000000        
3          34.5000000000        37.5000000000        1.0000000000        
3          34.5000000000        38.5000000000        1.0000000000        
3          34.5000000000        39.5000000000        1.0000000000        
3          34.5000000000        40.5000000000        1.0000000000        
3          34.5000000000        41.5000000000        1.0000000000        
3          34.5000000000        42.5000000000        1.0000000000        
3          34.5000000000        43.5000000000        1.0000000000        
3          34.5000000000        44.5000000000        1.0000000000        
3          34.5000000000        45.5000000000        1.0000000000        
3          34.5000000000        46.5000000000        1.0000000000        
3          34.5000000000        47.5000000000        1.0000000000        
3          34.5000000000        48.5000000000        1.0000000000        
3          34.5000000000        49.5000000000        1.0000000000        
3          34.5000000000        50.5000000000        1.0000000000        
3          34.5000000000        51.5000000000        1.0000000000        
3          34.5000000000        52.5000000000        1.0000000000        
3          34.5000000000        53.5000000000        1.0000000000        
3          34.5000000000        54.5000000000        1.0000000000        
3          34.5000000000        55.5000000000        1.0000000000        
3          34.5000000000        56.5000000000        1.0000000000        
3          34.5000000000        57.5000000000        1.0000000000        
3          34.5000000000        58.5000000000        1.0000000000        
3          34.5000000000        59.5000000000        1.0000000000        
3          34.5000000000        60.5000000000        1.0000000000        
3          34.5000000000        61.5000000000        1.0000000000        
3          34.5000000000        62.5000000000        1.0000000000        
3          34.5000000000        63.5000000000        1.0000000000        
3          34.5000000000        64.5000000000        1.0000000000        
3          34.5000000000        65.5000000000        1.0000000000        
3          34.5000000000        66.5000000000        1.0000000000        
3          34.5000000000        67.5000000000        1.0000000000        
3          34.5000000000        68.5000000000        1.0000000000        
3          34.5000000000        69.5000000000        1.0000000000        
3          34.5000000000        70.5000000000        1.0000000000        
3          34.5000000000        71.5000000000        1.0000000000        
3          34.5000000000        72.5000000000        1.0000000000        
3          34.5000000000        73.5000000000        1.0000000000        
3          34.5000000000        74.5000000000        1.0000000000        
3          34.5000000000        75.5000000000        1.0000000000        
3          34.5000000000        76.5000000000        1.0000000000        
3          34.5000000000        77.5000000000        1.0000000000        
3          34.5000000000        78.5000000000        1.0000000000        
3          34.5000000000        79.5000000000        1.0000000000        
3          35.5000000000        0.5000000000         1.0000000000        
3          35.5000000000        1.5000000000         1.0000000000        
3          35.5000000000        2.5000000000         1.0000000000        
3          35.5000000000        3.5000000000         1.0000000000        
3          35.5000000000        4.5000000000         1.0000000000        
3          35.5000000000        5.5000000000         1.0000000000        
3          35.5000000000        6.5000000000         1.0000000000        
3          35.5000000000        7.5000000000         1.0000000000        
3          35.5000000000        8.5000000000         1.0000000000        
3          35.5000000000        9.5000000000         1.0000000000        
3          35.5000000000        10.5000000000        1.0000000000        
3          35.5000000000        11.5000000000        1.0000000000        
3          35.5000000000        12.5000000000        1.0000000000        
3          35.5000000000        13.5000000000        1.0000000000        
3          35.5000000000        14.5000000000        1.0000000000        
3          35.5000000000        15.5000000000        1.0000000000        
3          35.5000000000        16.5000000000        1.0000000000        
3          35.5000000000        17.5000000000        1.0000000000        
3          35.5000000000        18.5000000000        1.0000000000        
3          35.5000000000        19.5000000000        1.0000000000        
3          35.5000000000        20.5000000000        1.0000000000        
3          35.5000000000        21.5000000000        1.0000000000        
3          35.5000000000        22.5000000000        1.0000000000        
3          35.5000000000        23.5000000000        1.0000000000        
3          35.5000000000        24.5000000000        1.0000000000        
3          35.5000000000        25.5000000000        1.0000000000        
3          35.5000000000        26.5000000000        1.0000000000        
3          35.5000000000        27.5000000000        1.0000000000        
3          35.5000000000        28.5000000000        1.0000000000        
3          35.5000000000        29.5000000000        1.0000000000        
3          35.5000000000        30.5000000000        1.0000000000        
